SnapshotDate,SnapshotDateKey,LoanID,PoolID,DPD_Days,DPD_Bucket,DPD_Bucket_Prior,RollFlag,CurrentBalance,RBI_SMA_Class,CureFlag,RepossessionFlag,WriteOffFlag
2024-07-30,20240730,L2400017,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,125676.88,SMA-0,False,False,False
2024-08-30,20240830,L2400017,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,125676.88,Standard,True,False,False
2024-09-30,20240930,L2400017,ZAAUTO2024-1,0,Current,Current,Same,125676.88,Standard,False,False,False
2024-10-30,20241030,L2400017,ZAAUTO2024-1,0,Current,Current,Same,125676.88,Standard,False,False,False
2023-11-30,20231130,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2023-12-30,20231230,L2400018,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,399475.63,SMA-0,False,False,False
2024-01-30,20240130,L2400018,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,399475.63,SMA-0,False,False,False
2024-02-29,20240229,L2400018,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,399475.63,Standard,True,False,False
2024-03-30,20240330,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-04-30,20240430,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-05-30,20240530,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-06-30,20240630,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-07-30,20240730,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-08-30,20240830,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-09-30,20240930,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
2024-10-30,20241030,L2400018,ZAAUTO2024-1,0,Current,Current,Same,399475.63,Standard,False,False,False
